Species,Strain,Protein,DNA,Short,Lineage
Blastomyces emzantsi,MRL_BACN5,Blastomyces_emzantsi_MRL_BACN5.proteins.fa,Blastomyces_emzantsi_MRL_BACN5.scaffolds.fa,Blasemz3,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces emzantsi,MRL_BACNC,Blastomyces_emzantsi_MRL_BACNC.proteins.fa,Blastomyces_emzantsi_MRL_BACNC.scaffolds.fa,Blasemz4,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces emzantsi,MRL_BACNE1992,Blastomyces_emzantsi_MRL_BACNE1992.proteins.fa,Blastomyces_emzantsi_MRL_BACNE1992.scaffolds.fa,Blasemz5,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces emzantsi,MRL_BADD,Blastomyces_emzantsi_MRL_BADD.proteins.fa,Blastomyces_emzantsi_MRL_BADD.scaffolds.fa,Blasemz6,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces gilchristii,23019,Blastomyces_gilchristii_23019.proteins.fa,Blastomyces_gilchristii_23019.scaffolds.fa,Blasgilc,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces gilchristii,SLH14081,Blastomyces_gilchristii_SLH14081.proteins.fa,Blastomyces_gilchristii_SLH14081.scaffolds.fa,Blasgil2,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces parvus,UAMH130,Blastomyces_parvus_UAMH130.proteins.fa,Blastomyces_parvus_UAMH130.scaffolds.fa,Blasparv,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces percursus,IHEM 26956,Blastomyces_percursus_IHEM_26956.proteins.fa,Blastomyces_percursus_IHEM_26956.scaffolds.fa,Blasperc,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces percursus,MRL_BP1777,Blastomyces_percursus_MRL_BP1777.proteins.fa,Blastomyces_percursus_MRL_BP1777.scaffolds.fa,Blasper2,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces percursus,MRL_BPCN13,Blastomyces_percursus_MRL_BPCN13.proteins.fa,Blastomyces_percursus_MRL_BPCN13.scaffolds.fa,Blasper3,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Blastomyces silverae,UAMH 139,Blastomyces_silverae_UAMH_139.proteins.fa,Blastomyces_silverae_UAMH_139.scaffolds.fa,Blassilv,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces
Bradymyces pullus,CGMCC 3.17288,Bradymyces_pullus_CGMCC_3.17288.proteins.fa,Bradymyces_pullus_CGMCC_3.17288.scaffolds.fa,Bradpull,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Bradymyces
Byssochlamys sp. AF001,AF001,Byssochlamys_sp._AF001_AF001.proteins.fa,Byssochlamys_sp._AF001_AF001.scaffolds.fa,Bysssp,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Paecilomyces
Byssochlamys sp. BYSS01,BYSS01,Byssochlamys_sp._BYSS01_BYSS01.proteins.fa,Byssochlamys_sp._BYSS01_BYSS01.scaffolds.fa,Bysssp2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Paecilomyces
Byssochlamys sp. IMV 00236,IMV 00236,Byssochlamys_sp._IMV_00236_IMV_00236.proteins.fa,Byssochlamys_sp._IMV_00236_IMV_00236.scaffolds.fa,Bysssp3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Paecilomyces
Camptophora hylomeconis,CBS 113311,Camptophora_hylomeconis_CBS_113311.proteins.fa,Camptophora_hylomeconis_CBS_113311.scaffolds.fa,Camphylo,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriaceae;Camptophora
Capronia coronata,CBS 617.96,Capronia_coronata_CBS_617.96.proteins.fa,Capronia_coronata_CBS_617.96.scaffolds.fa,Caprcoro,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia
Capronia epimyces,CBS 606.96,Capronia_epimyces_CBS_606.96.proteins.fa,Capronia_epimyces_CBS_606.96.scaffolds.fa,Caprepim,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia
Chaetothyriales sp. BF4,BF4,Chaetothyriales_sp._BF4_BF4.proteins.fa,Chaetothyriales_sp._BF4_BF4.scaffolds.fa,Chaesp,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales
Chaetothyriales sp. CBS 132003,CBS 132003,Chaetothyriales_sp._CBS_132003_CBS_132003.proteins.fa,Chaetothyriales_sp._CBS_132003_CBS_132003.scaffolds.fa,Chaesp2,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales
Chaetothyriales sp. CBS 134916,CBS 134916,Chaetothyriales_sp._CBS_134916_CBS_134916.proteins.fa,Chaetothyriales_sp._CBS_134916_CBS_134916.scaffolds.fa,Chaesp3,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales
Chaetothyriales sp. CBS 134920,CBS 134920,Chaetothyriales_sp._CBS_134920_CBS_134920.proteins.fa,Chaetothyriales_sp._CBS_134920_CBS_134920.scaffolds.fa,Chaesp4,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales
Chaetothyriales sp. CBS 135597,CBS 135597,Chaetothyriales_sp._CBS_135597_CBS_135597.proteins.fa,Chaetothyriales_sp._CBS_135597_CBS_135597.scaffolds.fa,Chaesp5,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales
Cladophialophora bantiana,BMU 10859,Cladophialophora_bantiana_BMU_10859.proteins.fa,Cladophialophora_bantiana_BMU_10859.scaffolds.fa,Cladbant,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora bantiana,CBS 173.52,Cladophialophora_bantiana_CBS_173.52.proteins.fa,Cladophialophora_bantiana_CBS_173.52.scaffolds.fa,Cladban2,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora carrionii,CBS 160.54,Cladophialophora_carrionii_CBS_160.54.proteins.fa,Cladophialophora_carrionii_CBS_160.54.scaffolds.fa,Cladcarr,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora carrionii,KSF,Cladophialophora_carrionii_KSF.proteins.fa,Cladophialophora_carrionii_KSF.scaffolds.fa,Cladcar2,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora chaetospira,TK_41,Cladophialophora_chaetospira_TK_41.proteins.fa,Cladophialophora_chaetospira_TK_41.scaffolds.fa,Cladchae,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora endolichena,BF3,Cladophialophora_endolichena_BF3.proteins.fa,Cladophialophora_endolichena_BF3.scaffolds.fa,Cladendo,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora exuberans,CMRP1227,Cladophialophora_exuberans_CMRP1227.proteins.fa,Cladophialophora_exuberans_CMRP1227.scaffolds.fa,Cladexub,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora humicola,CBS 117536,Cladophialophora_humicola_CBS_117536.proteins.fa,Cladophialophora_humicola_CBS_117536.scaffolds.fa,Cladhumi,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora immunda,CBS 83496,Cladophialophora_immunda_CBS_83496.proteins.fa,Cladophialophora_immunda_CBS_83496.scaffolds.fa,Cladimmu,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora minutissima,CBS 121758,Cladophialophora_minutissima_CBS_121758.proteins.fa,Cladophialophora_minutissima_CBS_121758.scaffolds.fa,Cladminu,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora psammophila,CBS 110553,Cladophialophora_psammophila_CBS_110553.proteins.fa,Cladophialophora_psammophila_CBS_110553.scaffolds.fa,Cladpsam,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora sylvestris,CBS 350.83,Cladophialophora_sylvestris_CBS_350.83.proteins.fa,Cladophialophora_sylvestris_CBS_350.83.scaffolds.fa,Cladsylv,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Cladophialophora yegresii,CBS 114405,Cladophialophora_yegresii_CBS_114405.proteins.fa,Cladophialophora_yegresii_CBS_114405.scaffolds.fa,Cladyegr,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
Coccidioides immitis,,Coccidioides_immitis.proteins.fa,Coccidioides_immitis.scaffolds.fa,Coccimmi,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides immitis,H538.4,Coccidioides_immitis_H538.4.proteins.fa,Coccidioides_immitis_H538.4.scaffolds.fa,Coccimm2,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides immitis,RMSCC 2394,Coccidioides_immitis_RMSCC_2394.proteins.fa,Coccidioides_immitis_RMSCC_2394.scaffolds.fa,Coccimm3,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides immitis,RS,Coccidioides_immitis_RS.proteins.fa,Coccidioides_immitis_RS.scaffolds.fa,Coccimm4,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides immitis,WA_211,Coccidioides_immitis_WA_211.proteins.fa,Coccidioides_immitis_WA_211.scaffolds.fa,Coccimm5,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,2566,Coccidioides_posadasii_2566.proteins.fa,Coccidioides_posadasii_2566.scaffolds.fa,Coccposa,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,3796,Coccidioides_posadasii_3796.proteins.fa,Coccidioides_posadasii_3796.scaffolds.fa,Coccpos2,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,C735 delta SOWgp,Coccidioides_posadasii_C735_delta_SOWgp.proteins.fa,Coccidioides_posadasii_C735_delta_SOWgp.scaffolds.fa,Coccpos3,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,CPA 0001,Coccidioides_posadasii_CPA_0001.proteins.fa,Coccidioides_posadasii_CPA_0001.scaffolds.fa,Coccpos4,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,CPA 0020,Coccidioides_posadasii_CPA_0020.proteins.fa,Coccidioides_posadasii_CPA_0020.scaffolds.fa,Coccpos5,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,CPA 0066,Coccidioides_posadasii_CPA_0066.proteins.fa,Coccidioides_posadasii_CPA_0066.scaffolds.fa,Coccpos6,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,RMSCC 1037,Coccidioides_posadasii_RMSCC_1037.proteins.fa,Coccidioides_posadasii_RMSCC_1037.scaffolds.fa,Coccpos7,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,RMSCC 1038,Coccidioides_posadasii_RMSCC_1038.proteins.fa,Coccidioides_posadasii_RMSCC_1038.scaffolds.fa,Coccpos8,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,RMSCC 3488,Coccidioides_posadasii_RMSCC_3488.proteins.fa,Coccidioides_posadasii_RMSCC_3488.scaffolds.fa,Coccpos9,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,RMSCC 3700,Coccidioides_posadasii_RMSCC_3700.proteins.fa,Coccidioides_posadasii_RMSCC_3700.scaffolds.fa,Coccpo10,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Coccidioides posadasii,Silveira,Coccidioides_posadasii_Silveira.proteins.fa,Coccidioides_posadasii_Silveira.scaffolds.fa,Coccpo11,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides
Cyphellophora europaea,C02,Cyphellophora_europaea_C02.proteins.fa,Cyphellophora_europaea_C02.scaffolds.fa,Cypheuro,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora
Cyphellophora europaea,CBS 101466,Cyphellophora_europaea_CBS_101466.proteins.fa,Cyphellophora_europaea_CBS_101466.scaffolds.fa,Cypheur2,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora
Cyphellophora europaea,F22,Cyphellophora_europaea_F22.proteins.fa,Cyphellophora_europaea_F22.scaffolds.fa,Cypheur3,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora
Elaphomyces granulatus,Maridalen,Elaphomyces_granulatus_Maridalen.proteins.fa,Elaphomyces_granulatus_Maridalen.scaffolds.fa,Elapgran,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Elaphomycetaceae;Elaphomyces
Elaphomyces granulatus,OSC145934,Elaphomyces_granulatus_OSC145934.proteins.fa,Elaphomyces_granulatus_OSC145934.scaffolds.fa,Elapgra2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Elaphomycetaceae;Elaphomyces
Emergomyces africanus,CBS 136260,Emergomyces_africanus_CBS_136260.proteins.fa,Emergomyces_africanus_CBS_136260.scaffolds.fa,Emerafri,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Emergomyces
Emergomyces orientalis,5z489,Emergomyces_orientalis_5z489.proteins.fa,Emergomyces_orientalis_5z489.scaffolds.fa,Emerorie,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Emergomyces
Emergomyces pasteurianus,UAMH 9510,Emergomyces_pasteurianus_UAMH_9510.proteins.fa,Emergomyces_pasteurianus_UAMH_9510.scaffolds.fa,Emerpast,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Emergomyces
Emmonsia crescens,UAMH4076,Emmonsia_crescens_UAMH4076.proteins.fa,Emmonsia_crescens_UAMH4076.scaffolds.fa,Emmocres,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Emergomyces
Emmonsiellopsis sp. PD_33,PD_33,Emmonsiellopsis_sp._PD_33_PD_33.proteins.fa,Emmonsiellopsis_sp._PD_33_PD_33.scaffolds.fa,Emmosp,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Emmonsiellopsis
Emmonsiellopsis sp. PD_5,PD_5,Emmonsiellopsis_sp._PD_5_PD_5.proteins.fa,Emmonsiellopsis_sp._PD_5_PD_5.scaffolds.fa,Emmosp2,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Emmonsiellopsis
Emydomyces testavorans,16-2883,Emydomyces_testavorans_16-2883.proteins.fa,Emydomyces_testavorans_16-2883.scaffolds.fa,Emydtest,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Nannizziopsiaceae;Emydomyces
Endocarpon pusillum,KoLRI No. LF000583,Endocarpon_pusillum_KoLRI_No._LF000583.proteins.fa,Endocarpon_pusillum_KoLRI_No._LF000583.scaffolds.fa,Endopusi,Fungi;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Endocarpon
Endocarpon pusillum,Z07020,Endocarpon_pusillum_Z07020.proteins.fa,Endocarpon_pusillum_Z07020.scaffolds.fa,Endopus2,Fungi;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Endocarpon
Epibryon bryophilum,CBS 126278,Epibryon_bryophilum_CBS_126278.proteins.fa,Epibryon_bryophilum_CBS_126278.scaffolds.fa,Epibbryo,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Epibryaceae;Epibryon
Epibryon interlamellare,CBS 126286,Epibryon_interlamellare_CBS_126286.proteins.fa,Epibryon_interlamellare_CBS_126286.scaffolds.fa,Epibinte,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Epibryaceae;Epibryon
Epibryon turfosorum,CBS 126587,Epibryon_turfosorum_CBS_126587.proteins.fa,Epibryon_turfosorum_CBS_126587.scaffolds.fa,Epibturf,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Epibryaceae;Epibryon
Epidermophyton floccosum,E1d,Epidermophyton_floccosum_E1d.proteins.fa,Epidermophyton_floccosum_E1d.scaffolds.fa,Epidfloc,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Epidermophyton
Eurotiales sp. R13A2,PYS4502,Eurotiales_sp._R13A2_PYS4502.proteins.fa,Eurotiales_sp._R13A2_PYS4502.scaffolds.fa,Eurosp,Fungi;Ascomycota;Eurotiomycetes;Eurotiales
Eurotiomycetes sp.,,Eurotiomycetes_sp..proteins.fa,Eurotiomycetes_sp..scaffolds.fa,Eurosp2,Fungi;Ascomycota;Eurotiomycetes
Eurotiomycetes sp.,CG19_WC_8_21_14_NA_150_52_20,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_20.proteins.fa,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_20.scaffolds.fa,Eurosp3,Fungi;Ascomycota;Eurotiomycetes
Eurotiomycetes sp.,CG19_WC_8_21_14_NA_150_52_33,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_33.proteins.fa,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_33.scaffolds.fa,Eurosp4,Fungi;Ascomycota;Eurotiomycetes
Evansstolkia leycettana,CBS 398.68,Evansstolkia_leycettana_CBS_398.68.proteins.fa,Evansstolkia_leycettana_CBS_398.68.scaffolds.fa,Evanleyc,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Evansstolkia
Exophiala alcalophila,JCM 1751,Exophiala_alcalophila_JCM_1751.proteins.fa,Exophiala_alcalophila_JCM_1751.scaffolds.fa,Exopalca,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala aquamarina,CBS 119918,Exophiala_aquamarina_CBS_119918.proteins.fa,Exophiala_aquamarina_CBS_119918.scaffolds.fa,Exopaqua,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala bonariae,CCFEE 5792,Exophiala_bonariae_CCFEE_5792.proteins.fa,Exophiala_bonariae_CCFEE_5792.scaffolds.fa,Exopbona,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala calicioides,JCM 6030,Exophiala_calicioides_JCM_6030.proteins.fa,Exophiala_calicioides_JCM_6030.scaffolds.fa,Exopcali,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,CBS 109144,Exophiala_dermatitidis_CBS_109144.proteins.fa,Exophiala_dermatitidis_CBS_109144.scaffolds.fa,Exopderm,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,CBS 115663,Exophiala_dermatitidis_CBS_115663.proteins.fa,Exophiala_dermatitidis_CBS_115663.scaffolds.fa,Exopder2,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,CBS 120473,Exophiala_dermatitidis_CBS_120473.proteins.fa,Exophiala_dermatitidis_CBS_120473.scaffolds.fa,Exopder3,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,CBS 132754,Exophiala_dermatitidis_CBS_132754.proteins.fa,Exophiala_dermatitidis_CBS_132754.scaffolds.fa,Exopder4,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,CBS 578.76,Exophiala_dermatitidis_CBS_578.76.proteins.fa,Exophiala_dermatitidis_CBS_578.76.scaffolds.fa,Exopder5,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,DCF04,Exophiala_dermatitidis_DCF04.proteins.fa,Exophiala_dermatitidis_DCF04.scaffolds.fa,Exopder6,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex1,Exophiala_dermatitidis_Ex1.proteins.fa,Exophiala_dermatitidis_Ex1.scaffolds.fa,Exopder7,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex10,Exophiala_dermatitidis_Ex10.proteins.fa,Exophiala_dermatitidis_Ex10.scaffolds.fa,Exopder8,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex11,Exophiala_dermatitidis_Ex11.proteins.fa,Exophiala_dermatitidis_Ex11.scaffolds.fa,Exopder9,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex12,Exophiala_dermatitidis_Ex12.proteins.fa,Exophiala_dermatitidis_Ex12.scaffolds.fa,Exopde10,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex13,Exophiala_dermatitidis_Ex13.proteins.fa,Exophiala_dermatitidis_Ex13.scaffolds.fa,Exopde11,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex14,Exophiala_dermatitidis_Ex14.proteins.fa,Exophiala_dermatitidis_Ex14.scaffolds.fa,Exopde12,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex15,Exophiala_dermatitidis_Ex15.proteins.fa,Exophiala_dermatitidis_Ex15.scaffolds.fa,Exopde13,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex16,Exophiala_dermatitidis_Ex16.proteins.fa,Exophiala_dermatitidis_Ex16.scaffolds.fa,Exopde14,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex17,Exophiala_dermatitidis_Ex17.proteins.fa,Exophiala_dermatitidis_Ex17.scaffolds.fa,Exopde15,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex18,Exophiala_dermatitidis_Ex18.proteins.fa,Exophiala_dermatitidis_Ex18.scaffolds.fa,Exopde16,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex19,Exophiala_dermatitidis_Ex19.proteins.fa,Exophiala_dermatitidis_Ex19.scaffolds.fa,Exopde17,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex2,Exophiala_dermatitidis_Ex2.proteins.fa,Exophiala_dermatitidis_Ex2.scaffolds.fa,Exopde18,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex20,Exophiala_dermatitidis_Ex20.proteins.fa,Exophiala_dermatitidis_Ex20.scaffolds.fa,Exopde19,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex21,Exophiala_dermatitidis_Ex21.proteins.fa,Exophiala_dermatitidis_Ex21.scaffolds.fa,Exopde20,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex22,Exophiala_dermatitidis_Ex22.proteins.fa,Exophiala_dermatitidis_Ex22.scaffolds.fa,Exopde21,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex23,Exophiala_dermatitidis_Ex23.proteins.fa,Exophiala_dermatitidis_Ex23.scaffolds.fa,Exopde22,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex3,Exophiala_dermatitidis_Ex3.proteins.fa,Exophiala_dermatitidis_Ex3.scaffolds.fa,Exopde23,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex5,Exophiala_dermatitidis_Ex5.proteins.fa,Exophiala_dermatitidis_Ex5.scaffolds.fa,Exopde24,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex6,Exophiala_dermatitidis_Ex6.proteins.fa,Exophiala_dermatitidis_Ex6.scaffolds.fa,Exopde25,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex7,Exophiala_dermatitidis_Ex7.proteins.fa,Exophiala_dermatitidis_Ex7.scaffolds.fa,Exopde26,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex8,Exophiala_dermatitidis_Ex8.proteins.fa,Exophiala_dermatitidis_Ex8.scaffolds.fa,Exopde27,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,Ex9,Exophiala_dermatitidis_Ex9.proteins.fa,Exophiala_dermatitidis_Ex9.scaffolds.fa,Exopde28,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,EXF-10123,Exophiala_dermatitidis_EXF-10123.proteins.fa,Exophiala_dermatitidis_EXF-10123.scaffolds.fa,Exopde29,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,EXF-13310,Exophiala_dermatitidis_EXF-13310.proteins.fa,Exophiala_dermatitidis_EXF-13310.scaffolds.fa,Exopde30,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
Exophiala dermatitidis,EXF-5586,Exophiala_dermatitidis_EXF-5586.proteins.fa,Exophiala_dermatitidis_EXF-5586.scaffolds.fa,Exopde31,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
